Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
40490,1/19/2018,Trash Collection Complaint,Trash not picked up again,6625 ascot dr,37013,RED RIVER,3503,33,1795513.622,633108.9036
40493,1/19/2018,Trash - Curbside/Alley Missed Pickup,trash pickup missed on 1/18/18,141 Bart Dr,37013,RED RIVER,3404,30,1764114.218,628341.0279
40499,1/19/2018,Trash - Curbside/Alley Missed Pickup,cust says the cul de sac was missed,1408 RUGOSA CT,37013,RED RIVER,3503,33,1793032.555,633756.9967
40510,1/19/2018,Trash - Curbside/Alley Missed Pickup,"I called inquiring about the trash pick up on 1/16/18 due to the weather and I was told they would pick up on Saturday 1/20, but when I get home on 1/19, trash pickup on our street had already run. Now our trash can is too full to add any more trash that we have.  I went with the information I was given.  Can a run be made prior to our next trash day on Tuesday, 1/23?  Thank you. Jackie",4736 Rockland TrL,37013,RED RIVER,4210,33,1795539.223,619059.698
40546,1/21/2018,Trash - Curbside/Alley Missed Pickup,"Regular trash was not collected for ALL homes on Seasons Lake Court 





























































































































































































































































































































































































































































































Regular trash was not collected for any homes on Seasons Lake Court on Jan. 19th. Recycle trash was collected in the morning.",1909 seasons lake ct,37013,RED RIVER,3503,33,1793776.293,633336.1246
40693,1/22/2018,Trash - Curbside/Alley Missed Pickup,this side of street missed,4629 long br,37013,RED RIVER,4505,28,1770342.384,634234.4355
40697,1/22/2018,Trash - Curbside/Alley Missed Pickup,Missed.,4633 Long Br,37013,RED RIVER,4505,28,1770290.301,634268.118
40745,1/22/2018,Trash - Curbside/Alley Missed Pickup,half street missed,4256 moss rd,37013,RED RIVER,4504,28,1775697.141,630771.2949
40756,1/22/2018,Trash - Curbside/Alley Missed Pickup,Missed,4649 Long Br,37013,RED RIVER,4505,28,1770114.053,634442.9512
40803,1/22/2018,Trash - Curbside/Alley Missed Pickup,Trash-missed,105 Oceanfront Cir n,37013,RED RIVER,4310,33,1796113.514,627033.1998
40810,1/22/2018,Trash Collection Complaint,caller has had backdoor waiver pick up since aug 2017- caller states trash is not getting picked up at backdoor (side of house) as it should be-caller is elderly and disabled. This is 2nd complaint and trash still is not getting picked up.,3909 parks retreat dr,37013,RED RIVER,4210,33,1793199.813,619664.1395
40813,1/22/2018,Trash - Backdoor,missed backdoor- trash has not been collected in weeks. Caller states trash cart is on the side of property.,3909 parks retreat dr,37013,RED RIVER,4210,33,1793199.813,619664.1395
41211,1/23/2018,Damage to Property,Truck coming up their drive-way every time and backing up. She did notice this and was home and looked out her window they are pulling back into her driveway. Now her driveway is cracked/at the very end of drive-way. Call Mrs. Deanna F. Tiger. 615-944-8921,1629 Rice Hill Ct,37013,RED RIVER,4504,32,1779282.801,631129.8836
41265,1/23/2018,Trash - Curbside/Alley Missed Pickup,the cul de sac was missed,1909 seasons lake ct,37013,RED RIVER,3503,33,1793776.293,633336.1246
41294,1/23/2018,Trash - Curbside/Alley Missed Pickup,missed pick up- there are several full carts at this address- did not pick up last week.,1108 brittany park ln,37013,RED RIVER,4405,31,1768216.091,625833.8423
42029,1/25/2018,Trash - Curbside/Alley Missed Pickup,Missed all of Cedarhill Ct and Cedarhill Dr,613 Cedarhill Ct,37013,RED RIVER,4403,31,1758669.937,622199.2917
42255,1/26/2018,Trash - Curbside/Alley Missed Pickup,Curb trash/missed cul de sac wants cart emptied. Everyone get was picked.,424 Hickory Timber Ct,37013,RED RIVER,3504,33,1788405.142,630975.2951
42275,1/26/2018,Trash - Curbside/Alley Missed Pickup,Curb trash/miss for Thursday,4971 Barella Dr,37013,RED RIVER,3404,30,1766288.339,629584.0949
42322,1/26/2018,Trash - Curbside/Alley Missed Pickup,cust says missed pickup,3116 anderson rd,37013,RED RIVER,3504,29,1786473.143,633967.2952
42326,1/26/2018,Trash - Curbside/Alley Missed Pickup,1601 mallard creek Ct,1601 mallard creek Ct,37013,RED RIVER,3503,33,1792363.753,632830.7782
42522,1/29/2018,Trash - Curbside/Alley Missed Pickup,cart still out,2816 old franklin rd,37013,RED RIVER,4504,32,1782127.882,622821.5223
42576,1/29/2018,Trash - Curbside/Alley Missed Pickup,Missed,712 Bishopsgate Rd,37013,RED RIVER,4502,28,1773932.34,636137.5702
42577,1/29/2018,Trash - Curbside/Alley Missed Pickup,missed- entire neighborhood missed.,712 bishopsgate rd,37013,RED RIVER,4502,28,1773932.34,636137.5702
42622,1/29/2018,Trash - Curbside/Alley Missed Pickup,cart still out,716 bishopsgate rd,37013,RED RIVER,4502,28,1773931.319,636201.2961
42820,1/30/2018,Trash - Curbside/Alley Missed Pickup,Missed pick up at addresses 14885 and 14881 Old Hickory Blvd which are side by side,14885 old hickory blvd,37013,RED RIVER,4403,31,1760853.137,622887.2923
43406,2/1/2018,Trash - Curbside/Alley Missed Pickup,Missed trash pick up,120 BESS CT S,37013,RED RIVER,4404,31,1764455.001,625528.2782
43532,2/2/2018,Trash - Curbside/Alley Missed Pickup,cart still out,5395 cane ridge rd,37013,RED RIVER,4405,32,1773709.941,621201.6925
43597,2/2/2018,Trash - Curbside/Alley Missed Pickup,neighbors missed also 373 bart dr,373 bart dr,37013,RED RIVER,4405,30,1767902.739,628304.0932
43611,2/2/2018,Trash - Curbside/Alley Missed Pickup,"Missed pick up at addresses 14885 and 14881 Old Hickory Blvd which are side by side....due to delay of pick up for 3 weeks have overflow 
hub# 42820/cw# 958114 closed out and not picked up
By DOOLITTLE, JASON: 01/31/2018 02:22:31 PM 
per red river- picked up",14885 old hickory blvd,37013,RED RIVER,4403,31,1760853.116,622885.5382
43760,2/2/2018,Trash - Curbside/Alley Missed Pickup,Missed.,5004 Highlander Dr,37013,RED RIVER,4504,28,1773428.09,627435.803
43864,2/5/2018,Trash - Curbside/Alley Missed Pickup,Regular trash p/u day is Friday and it was missed.,2221 Una Antioch Pike,37013,RED RIVER,4502,28,1774609.94,636152.8937
43940,2/5/2018,Trash - Curbside/Alley Missed Pickup,"Trash/being missed often, curb and elderly needs to be emptied. Has hard time pushing cart. Correct problem with being missed.",2816 Old Franklin Rd,37013,RED RIVER,4504,32,1782127.882,622821.5223
43948,2/5/2018,Trash - Curbside/Alley Missed Pickup,Trash-Missed,4900 ellen way,37013,RED RIVER,4504,28,1774961.803,629002.3181
43950,2/5/2018,Trash - Curbside/Alley Missed Pickup,"Missed trash pickup on Friday, February 2nd.",2221 una antioch pike,37013,,,28,1774609.816,636153.7648
44055,2/5/2018,Trash - Curbside/Alley Missed Pickup,Missed,1149 White Mountain Ln,37013,RED RIVER,4502,28,1775378.868,637472.4449
44149,2/5/2018,Trash - Curbside/Alley Missed Pickup,Missed - trash,3257 anderson rd,37013,RED RIVER,3502,33,1788878.742,635149.6947
44166,2/6/2018,Trash - Curbside/Alley Missed Pickup,"Missed pick up at addresses 14885 and 14881 Old Hickory Blvd which are side by side....due to delay of pick up for 3 weeks have overflow 
hub# 42820/cw# 958114 closed out and not picked up
By DOOLITTLE, JASON: 01/31/2018 02:22:31 PM 
per red river- picked up",14885 old hickory blvd,37013,RED RIVER,4403,31,1760853.116,622885.5382
44272,2/6/2018,Trash - Backdoor,cust says missed pickup,416 hickory glade dr,37013,RED RIVER,3406,30,1760253.69,629679.202
44308,2/6/2018,Trash - Curbside/Alley Missed Pickup,"extra pick up 14881 & 14885 old hickory blvd
has extra trash after not being picked up for long time",14885 old hickory blvd,37013,RED RIVER,4403,31,1760853.116,622885.5382
44309,2/6/2018,Trash - Curbside/Alley Missed Pickup,"extra pick up 14881 & 14885 old hickory blvd
has extra trash after not being picked up for long time",14881 old hickory blvd,37013,RED RIVER,4403,31,1760853.116,622885.5382
44375,2/6/2018,Trash Collection Complaint,Complainant advised the address- 14881 Old Hickory Blvd- puts out trash cans in front of house near roadway and trash spills onto the roadway. Constant issue with this residence. Thanks.,14881 old Hickory Blvd,37013,RED RIVER,4403,31,1760996.377,623073.8079
44644,2/7/2018,Trash - Backdoor,Last two Friday's been missed for backdoor/trash. Pick up needs emptied for this Friday the 9th. BACKDOOR**,3296 Smith Springs Rd,37013,RED RIVER,3502,33,1795733.945,636932.8948
44820,2/8/2018,Trash - Curbside/Alley Missed Pickup,driver is tryin to empty 2 carts at a time and trash didn't come out,732 ridgeview ct,37013,RED RIVER,4403,31,1759009.138,619985.6917
45042,2/8/2018,Trash - Curbside/Alley Missed Pickup,others missed in area,148 tusculum rd,37013,RED RIVER,4404,30,1764603.863,626799.7932
45278,2/9/2018,Trash - Backdoor,Missed.,5055 McLendon Dr,37013,RED RIVER,3404,30,1764783.346,627158.5595
45354,2/9/2018,Trash - Curbside/Alley Missed Pickup,"missed pick up
others missed in area",4501 hunters green cir,37013,RED RIVER,4501,28,1772831.171,634891.62
45861,2/13/2018,Trash - Curbside/Alley Missed Pickup,cust says trash pickup was missed,4585 hamilton ln,37013,RED RIVER,3504,33,1787149.851,632148.794
46706,2/15/2018,Trash Collection Complaint,Drivers is leaving trash in the roadway and knocking the carts all over the hill. She said that he has done this for weeks and she is tired of it. She said she understands that it is windy but that he can make a better effort in ensuring the road isn't full of trash when he leaves.,220 Leeshan Ct,37013,RED RIVER,4404,30,1765719.539,627044.8942
46765,2/15/2018,Trash - Curbside/Alley Missed Pickup,Missed.,109 Ocala Dr,37013,RED RIVER,4404,31,1764581.85,625909.6194
46797,2/15/2018,Trash - Curbside/Alley Missed Pickup,CART STILL OUT,4036 coleridge dr,37013,RED RIVER,3404,30,1762557.138,628580.0945
46999,2/16/2018,Trash - Curbside/Alley Missed Pickup,cust says her trash cart was missed,4585 hamilton ln,37013,RED RIVER,3504,33,1787149.851,632148.794
47064,2/16/2018,Trash Collection Complaint,Says that she had boxes in her trash cart and when they dumped it a few fell out into the street- she said drivers left them in the middle of the road. Would like to ask that next time he cleans up the mess that he made.,708 Ashwell Close,37013,RED RIVER,3503,33,1797026.339,633306.9517
47089,2/16/2018,Trash - Curbside/Alley Missed Pickup,Missed pick up- caller has 2 carts but only 1 was emptied.,4818 apollo dr,37013,RED RIVER,4501,28,1771942.041,633380.4942
47092,2/16/2018,Trash - Curbside/Alley Missed Pickup,Trash/Truck came and pickup couple of carts in the court and left and did not get all of the carts still sitting out by curb. 1709 Pheasant Creek Ct. 37013. Only pickup only the first one in the cul de sac and not the middles ones.,1709 Pheasant Creek Ct,37013,RED RIVER,3503,33,1792609.203,632644.2951
47111,2/16/2018,Trash - Curbside/Alley Missed Pickup,"Upset trash/out night before and still getting missed, Friday's. Curb {Trash} Complaint 2 weeks. Wants cart emptied.",3401 Country Way Rd,37013,RED RIVER,3503,33,1790586.302,634438.3939
47162,2/16/2018,Trash - Curbside/Alley Missed Pickup,cust says the entire neighborhood,3316 milbridge dr,37013,RED RIVER,3502,33,1795618.83,637902.7814
47171,2/16/2018,Trash - Curbside/Alley Missed Pickup,"missed pick up
others missed in area",4501 hunters green cir,37013,RED RIVER,4501,28,1772831.171,634891.62
47177,2/16/2018,Trash - Curbside/Alley Missed Pickup,Missed- trash,4501 loralie ln,37013,RED RIVER,3505,29,1787842.913,634314.8226
47179,2/16/2018,Trash - Curbside/Alley Missed Pickup,Missed- Trash. Entire street missed,4509 Hunters Green Cir,37013,RED RIVER,4501,28,1772707.13,634903.3806
47646,2/20/2018,Trash - Curbside/Alley Missed Pickup,Missed.,3300 Hamilton Church Rd,37013,RED RIVER,3504,33,1787668.754,630543.1275
48335,2/22/2018,Trash - Curbside/Alley Missed Pickup,Trash missed and not emptied by waste management services,1345 Bell Rd 320,37013,RED RIVER,4405,31,1767957.426,624576.1966
48562,2/22/2018,Trash - Curbside/Alley Missed Pickup,cust says missed pickup,1508 water oak ct,37013,RED RIVER,4410,33,1798591.775,621521.6915
48816,2/23/2018,Trash - Curbside/Alley Missed Pickup,Missed pick up at addresses 14885 and 14881 Old Hickory Blvd which are side by side. Why is trash not being emptied on the day of pickup? Out on time.  Wants carts emptied. If trash/is not pickup then they will have extra bags so cart needs to be emptied.,14885 old hickory blvd,37013,RED RIVER,4403,31,1760853.116,622885.5382
49046,2/23/2018,Trash - Curbside/Alley Missed Pickup,missed pick up,4109 highlander ct,37013,RED RIVER,4504,28,1773404.535,628050.3768
49053,2/23/2018,Trash - Curbside/Alley Missed Pickup,Missed.,4124 Philhall Pkwy,37013,RED RIVER,3502,33,1792620.14,636307.3774
49064,2/23/2018,Trash - Curbside/Alley Missed Pickup,has cart he was outside when driver passed his house,4941 secretariat dr,37013,RED RIVER,3504,33,1786064.342,629686.8033
49214,2/26/2018,Trash - Curbside/Alley Missed Pickup,missed entire neighborhood,1868 wild oaks ct,37013,RED RIVER,4504,32,1778289.226,625258.6923
49216,2/26/2018,Trash - Curbside/Alley Missed Pickup,Missed entire street,2205 Dale View Dr,37013,RED RIVER,4504,32,1778476.698,625223.4645
49254,2/26/2018,Trash - Backdoor,caller has had backdoor waiver pick up since aug 2017- caller states trash is not getting picked up at backdoor (side of house) as it should be-caller is elderly and disabled. This is a complaint and trash still is not getting picked up. Correct this problem! {Every week daughter has to call in.,3909 parks retreat dr,37013,RED RIVER,4210,33,1793200.857,619664.5753
49256,2/26/2018,Trash - Curbside/Alley Missed Pickup,cart still out,4413 winton dr,37013,RED RIVER,4504,28,1774183.672,627881.4442
49257,2/26/2018,Trash - Curbside/Alley Missed Pickup,cart still out,4413 winton dr,37013,RED RIVER,4504,28,1774184.866,627882.1113
49258,2/26/2018,Trash - Curbside/Alley Missed Pickup,cart still out,4413 winton dr,37013,RED RIVER,4504,28,1774184.866,627882.1113
49291,2/26/2018,Trash Collection Complaint,Missed again. The entire street was missed.,4501 hunters green cir,37013,RED RIVER,4501,28,1772831.171,634891.62
49337,2/26/2018,Trash - Curbside/Alley Missed Pickup,Missed pick up- missed most of the neighborhood.,2309 farrington pl,37013,RED RIVER,4504,32,1778505.851,625088.4182
49378,2/26/2018,Trash - Curbside/Alley Missed Pickup,missed pick up - entire street,1826 wild oaks ct,37013,RED RIVER,4504,32,1778350.413,625839.6441
49387,2/26/2018,Trash - Curbside/Alley Missed Pickup,"Missed- Trash. Entire street missed Curb, caller wants to know why trash/carts are not being emptied? On Friday. {Complaint}.",4509 Hunters Green Cir,37013,RED RIVER,4501,28,1772708.01,634901.7245
49496,2/26/2018,Trash - Curbside/Alley Missed Pickup,Missed- trash. The whole street was missed.,1807 wild oaks ct,37013,RED RIVER,4504,32,1778471.371,626000.1372
49545,2/26/2018,Trash - Curbside/Alley Missed Pickup,Missed- trash- the whole street wasnt picked up,1807 wild oaks ct,37013,RED RIVER,4504,32,1778471.371,626000.1372
49548,2/26/2018,Trash - Curbside/Alley Missed Pickup,didn't run this street,1952 Wild oaks Ct,37013,RED RIVER,4504,32,1778751.09,624619.1879
49582,2/26/2018,Trash - Backdoor,cart still out,207 tusculum rd,37013,RED RIVER,3403,27,1762206.448,627601.9841
49600,2/26/2018,Trash - Curbside/Alley Missed Pickup,everyone missed,1847 wild oaks ct,37013,RED RIVER,4504,32,1778409.784,625476.247
49603,2/26/2018,Trash - Curbside/Alley Missed Pickup,Our trash pick-up is on Fridays and our trash pick-up has yet to be received on our entire street.,1828 Wild Oaks Ct,37013,RED RIVER,4504,32,1778348.033,625815.8612
49628,2/26/2018,Trash - Curbside/Alley Missed Pickup,Trash was not picked up last Thursday,1960 Wild Oaks Ct,37013,RED RIVER,4504,32,1778869.336,624618.4126
49729,2/27/2018,Trash - Curbside/Alley Missed Pickup,cust says multiple houses were missed,4600 artelia dr,37013,RED RIVER,4505,28,1769030.103,633448.7535
50017,2/27/2018,Trash Collection Complaint,Trash missed every other week would like to know what the issue is so he can inform the rest of the neighborhood.,4900 ellen way,37013,RED RIVER,4504,28,1774960.903,629001.7729
50879,3/2/2018,Trash - Curbside/Alley Missed Pickup,Missed pickup. Entire cul de sac was missed.,104 Panamint Dr,37013,RED RIVER,3404,30,1765343.07,629067.7214
50901,3/2/2018,Trash - Curbside/Alley Missed Pickup,"missed pick up - trash is overflowing 
picking up one side of road but not the other in the Cottages at Mountview",2101 lacewood point,37013,RED RIVER,3503,33,1787200.567,627617.088
51011,3/2/2018,Trash - Curbside/Alley Missed Pickup,several missed,409 benzing rd,37013,RED RIVER,4404,31,1763530.774,623847.1823
